"SP_ID","assoc_comuni"
"8588 1","Ancona"
"8589 1","Ancona"
"8590 1","Ancona"
"8591 1","Ancona"
"8592 1","Ancona"
"8593 1","Ancona"
"8594 1","Ancona"
"8595 1","Ancona"
"8596 1","Ancona"
"8597 1","Ancona"
"8598 1","Ancona"
"8599 1","Ancona"
"8600 1","Ancona"
"8601 1","Ancona"
"8602 1","Ancona"
"8603 1","Ancona"
"8604 1","Ancona"
"8605 1","Ancona"
"8606 1","Ancona"
"8607 1","Ancona"
"8608 1","Ancona"
"8609 1","Ancona"
"8610 1","Ancona"
"8611 1","Ancona"
"8612 1","Ancona"
"8613 1","Ancona"
"8614 1","Ancona"
"8615 1","Ancona"
"8616 1","Ancona"
"8617 1","Ancona"
"8618 1","Ancona"
"8619 1","Ancona"
"8620 1","Ancona"
"8621 1","Ancona"
"8622 1","Ancona"
"8623 1","Ancona"
"8624 1","Osimo"
"8625 1","Osimo"
"8626 1","Osimo"
"8627 1","Osimo"
"8628 1","Osimo"
"8629 1","Osimo"
"8630 1","Osimo"
"8631 1","Osimo"
"8632 1","Osimo"
"8633 1","Osimo"
"8634 1","Osimo"
"8635 1","Osimo"
"8636 1","Osimo"
"8637 1","Osimo"
"8638 1","Osimo"
"8639 1","Osimo"
"8640 1","Osimo"
"8641 1","Osimo"
"8642 1","Osimo"
"8643 1","Osimo"
"8644 1","Osimo"
"8645 1","Osimo"
"8646 1","Osimo"
"8647 1","Osimo"
"8648 1","Osimo"
"8649 1","Osimo"
"8650 1","Osimo"
"8651 1","Osimo"
"8652 1","Osimo"
"8653 1","Osimo"
"8654 1","Osimo"
"8655 1","Osimo"
"8656 1","Osimo"
"8657 1","Osimo"
"8658 1","Osimo"
"8659 1","Osimo"
"8660 1","Osimo"
"8818 1","Ancona"
"8819 1","Ancona"
"8820 1","Ancona"
"8821 1","Ancona"
"8822 1","Ancona"
"8823 1","Ancona"
"8824 1","Ancona"
"8825 1","Ancona"
"8826 1","Ancona"
"8827 1","Ancona"
"8828 1","Ancona"
"8829 1","Ancona"
"8830 1","Ancona"
"8831 1","Jesi"
"8832 1","Jesi"
"8833 1","Jesi"
"8834 1","Jesi"
"8835 1","Jesi"
"8836 1","Jesi"
"8837 1","Jesi"
"8838 1","Jesi"
"8839 1","Jesi"
"8840 1","Jesi"
"8841 1","Jesi"
"8842 1","Jesi"
"8843 1","Jesi"
"8844 1","Jesi"
"8845 1","Jesi"
"8846 1","Jesi"
"8847 1","Jesi"
"8848 1","Jesi"
"8849 1","Jesi"
"8850 1","Jesi"
"8851 1","Jesi"
"8852 1","Jesi"
"8853 1","Jesi"
"8854 1","Jesi"
"8855 1","Jesi"
"8856 1","Jesi"
"8857 1","Jesi"
"8858 1","Jesi"
"8859 1","Jesi"
"8860 1","Jesi"
"8861 1","Jesi"
"8862 1","Jesi"
"8863 1","Jesi"
"8864 1","Jesi"
"8865 1","Jesi"
"8866 1","Jesi"
"8867 1","Jesi"
"9067 1","Jesi"
"9068 1","Jesi"
"9069 1","Jesi"
"9070 1","Jesi"
"9071 1","Jesi"
"9072 1","Jesi"
"9073 1","Jesi"
"9074 1","Jesi"
"9075 1","Jesi"
"9076 1","Jesi"
"9077 1","Jesi"
"9078 1","Jesi"
"9079 1","Jesi"
"9080 1","Jesi"
"9081 1","Jesi"
"9082 1","Jesi"
"9083 1","Jesi"
"9084 1","Jesi"
"9085 1","Jesi"
"9086 1","Jesi"
"9087 1","Jesi"
"9088 1","Jesi"
"9089 1","Jesi"
"9090 1","Jesi"
"9091 1","Jesi"
"9092 1","Jesi"
"9093 1","Jesi"
"9094 1","Jesi"
"9095 1","Jesi"
"9096 1","Jesi"
"9097 1","Jesi"
"9098 1","Jesi"
"9099 1","Jesi"
"9100 1","Jesi"
"9101 1","Jesi"
"9102 1","Jesi"
"9103 1","Jesi"
"9104 1","Jesi"
"9105 1","Jesi"
"9106 1","Jesi"
"9107 1","Jesi"
"9108 1","Ancona"
"9109 1","Ancona"
"9110 1","Ancona"
"9111 1","Ancona"
"9112 1","Ancona"
"9113 1","Ancona"
"9114 1","Ancona"
"9115 1","Ancona"
"9116 1","Ancona"
"9117 1","Ancona"
"9118 1","Ancona"
"9119 1","Ancona"
"9120 1","Ancona"
"9121 1","Ancona"
"9122 1","Ancona"
"9123 1","Ancona"
"9124 1","Ancona"
"9125 1","Ancona"
"9126 1","Ancona"
"9127 1","Ancona"
"9128 1","Ancona"
"9129 1","Ancona"
"9130 1","Ancona"
"9131 1","Ancona"
"9132 1","Ancona"
"9133 1","Ancona"
"9134 1","Porto Sant'Elpidio"
"9135 1","Porto Sant'Elpidio"
"9136 1","Porto Sant'Elpidio"
"9137 1","Porto Sant'Elpidio"
"9138 1","Fermo"
"9139 1","Fermo"
"9140 1","Porto San Giorgio"
"9141 1","Porto San Giorgio"
"9142 1","Porto San Giorgio"
"9143 1","Porto San Giorgio"
"9144 1","Porto San Giorgio"
"9145 1","Fermo"
"9146 1","Fermo"
"9147 1","Fermo"
"9148 1","Porto San Giorgio"
"9149 1","Porto San Giorgio"
"9150 1","Porto San Giorgio"
"9151 1","Porto San Giorgio"
"9152 1","Porto Sant'Elpidio"
"9153 1","Fermo"
"9154 1","Montefiore dell'Aso"
"9155 1","Lapedona"
"9156 1","Monterubbiano"
"9157 1","Massignano"
"9158 1","Fermo"
"9159 1","Fermo"
"9160 1","Ripatransone"
"9161 1","Monterubbiano"
"9162 1","Pedaso"
"9163 1","Ripatransone"
"9164 1","Campofilone"
"9165 1","Pedaso"
"9166 1","Altidona"
"9167 1","Campofilone"
"9168 1","Campofilone"
"9169 1","Pedaso"
"9170 1","Lapedona"
"9171 1","Civitanova Marche"
"9172 1","Civitanova Marche"
"9173 1","Fermo"
"9174 1","Porto Sant'Elpidio"
"9175 1","Civitanova Marche"
"9176 1","Porto Sant'Elpidio"
"9177 1","Civitanova Marche"
"9178 1","Civitanova Marche"
"9179 1","Porto Sant'Elpidio"
"9180 1","Civitanova Marche"
"9181 1","Porto Sant'Elpidio"
"9182 1","Civitanova Marche"
"9183 1","Porto Sant'Elpidio"
"9184 1","Civitanova Marche"
"9185 1","Civitanova Marche"
"9186 1","Fermo"
"9187 1","Fermo"
"9188 1","Fermo"
"9189 1","Fermo"
"9190 1","Fermo"
"9191 1","Civitanova Marche"
"9192 1","Civitanova Marche"
"9193 1","Fermo"
"9194 1","Fermo"
"9195 1","Fermo"
"9196 1","Porto Sant'Elpidio"
"9197 1","Porto Sant'Elpidio"
"9198 1","Porto Sant'Elpidio"
"9199 1","Civitanova Marche"
"9200 1","Fermo"
"9201 1","Fermo"
"9202 1","Fermo"
"9278 1","Campofilone"
"9279 1","Campofilone"
"9280 1","Campofilone"
"9281 1","Monterubbiano"
"9282 1","Campofilone"
"9283 1","Altidona"
"9284 1","Monterubbiano"
"9285 1","Pedaso"
"9286 1","Pedaso"
"9287 1","Altidona"
"9288 1","Montefiore dell'Aso"
"9289 1","Pedaso"
"9290 1","Moresco"
"9291 1","Lapedona"
"9292 1","Campofilone"
"9293 1","Montefiore dell'Aso"
"9294 1","Lapedona"
"9295 1","Cupra Marittima"
"9296 1","Montefiore dell'Aso"
"9297 1","Cupra Marittima"
"9298 1","Ripatransone"
"9299 1","Fermo"
"9300 1","Montefiore dell'Aso"
"9301 1","Altidona"
"9302 1","Fermo"
"9303 1","Massignano"
"9304 1","Lapedona"
"9305 1","Grottammare"
"9306 1","Cupra Marittima"
"9307 1","Ripatransone"
"9308 1","Moresco"
"9309 1","Moresco"
"9310 1","Monterubbiano"
"9311 1","Cupra Marittima"
"9312 1","Fermo"
"9313 1","Fermo"
"9314 1","Fermo"
"9315 1","Cupra Marittima"
"9316 1","Montefiore dell'Aso"
"9317 1","Massignano"
"9318 1","Montefiore dell'Aso"
"9319 1","Campofilone"
"9320 1","Massignano"
"9321 1","Altidona"
"9322 1","Monterubbiano"
"9323 1","Ripatransone"
"9324 1","Monterubbiano"
"9325 1","Fermo"
"9326 1","Moresco"
"9327 1","Moresco"
"9328 1","Altidona"
"9329 1","Montefiore dell'Aso"
"9330 1","Montefiore dell'Aso"
"9331 1","Campofilone"
"9332 1","Campofilone"
"9333 1","Cupra Marittima"
"9334 1","Cupra Marittima"
"9335 1","Fermo"
"9336 1","Grottammare"
"9373 1","Porto Sant'Elpidio"
"9374 1","Porto Sant'Elpidio"
"9375 1","Porto Sant'Elpidio"
"9376 1","Porto Sant'Elpidio"
"9377 1","Porto Sant'Elpidio"
"9378 1","Porto Sant'Elpidio"
"9415 1","Ancona"
"9416 1","Porto Sant'Elpidio"
"9417 1","Civitanova Marche"
"9418 1","Civitanova Marche"
"9419 1","Fermo"
"9420 1","Civitanova Marche"
"9421 1","Civitanova Marche"
"9422 1","Civitanova Marche"
"9423 1","Civitanova Marche"
"9424 1","Civitanova Marche"
"9425 1","Porto Sant'Elpidio"
"9426 1","Porto Sant'Elpidio"
"9427 1","Civitanova Marche"
"9428 1","Civitanova Marche"
"9429 1","Porto Sant'Elpidio"
"9430 1","Porto Sant'Elpidio"
"9431 1","Porto Sant'Elpidio"
"9432 1","Porto Sant'Elpidio"
"9433 1","Porto Sant'Elpidio"
"9434 1","Porto Sant'Elpidio"
"9435 1","Civitanova Marche"
"9436 1","Civitanova Marche"
"9437 1","Civitanova Marche"
"9438 1","Porto Sant'Elpidio"
"9439 1","Civitanova Marche"
"9440 1","Porto Sant'Elpidio"
"9441 1","Civitanova Marche"
"9442 1","Porto Sant'Elpidio"
"9443 1","Fermo"
"9444 1","Porto Sant'Elpidio"
"9445 1","Fermo"
"9446 1","Porto Sant'Elpidio"
"9447 1","Porto Sant'Elpidio"
"9448 1","Porto Sant'Elpidio"
"9449 1","Porto Sant'Elpidio"
"9450 1","Porto Sant'Elpidio"
"9451 1","Porto Sant'Elpidio"
"9452 1","Porto Sant'Elpidio"
"9453 1","Porto Sant'Elpidio"
"9454 1","Porto Sant'Elpidio"
"9455 1","Porto Sant'Elpidio"
"9456 1","Civitanova Marche"
"9457 1","Porto Sant'Elpidio"
"9458 1","Civitanova Marche"
"9459 1","Civitanova Marche"
"9464 1","Ancona"
"9519 1","Fermo"
"9520 1","Fermo"
"9521 1","Fermo"
"9522 1","Fermo"
"9523 1","Fermo"
"9524 1","Fermo"
"9525 1","Fermo"
"9526 1","Fermo"
"9527 1","Fermo"
"9586 1","Ancona"
"9638 1","Civitanova Marche"
"9639 1","Civitanova Marche"
"9640 1","Montegranaro"
"9641 1","Montegranaro"
"9642 1","Montegranaro"
"9643 1","Montegranaro"
"9644 1","Sant'Elpidio a Mare"
"9645 1","Sant'Elpidio a Mare"
"9646 1","Montecosaro"
"9647 1","Monte Urano"
"9648 1","Civitanova Marche"
"9649 1","Porto Sant'Elpidio"
"9650 1","Montegranaro"
"9651 1","Civitanova Marche"
"9652 1","Corridonia"
"9653 1","Civitanova Marche"
"9654 1","Montecosaro"
"9655 1","Corridonia"
"9656 1","Corridonia"
"9657 1","Morrovalle"
"9658 1","Montegranaro"
"9659 1","Corridonia"
"9660 1","Monte San Giusto"
"9661 1","Monte San Giusto"
"9662 1","Torre San Patrizio"
"9663 1","Corridonia"
"9664 1","Monte San Giusto"
"9665 1","Corridonia"
"9666 1","Corridonia"
"9667 1","Monte Urano"
"9668 1","Corridonia"
"9669 1","Corridonia"
"9670 1","Monte San Giusto"
"9671 1","Monte San Giusto"
"9672 1","Civitanova Marche"
"9673 1","Montegranaro"
"9674 1","Montefiore dell'Aso"
"9675 1","Moresco"
"9676 1","Altidona"
"9677 1","Moresco"
"9678 1","Pedaso"
"9679 1","Fermo"
"9680 1","Fermo"
"9681 1","Cupra Marittima"
"9682 1","Cupra Marittima"
"9683 1","Cupra Marittima"
"9684 1","Cupra Marittima"
"9685 1","Pedaso"
"9686 1","Grottammare"
"9687 1","Campofilone"
"9688 1","Cupra Marittima"
"9689 1","Altidona"
"9690 1","Montefiore dell'Aso"
"9691 1","Altidona"
"9692 1","Fermo"
"9693 1","Montefiore dell'Aso"
"9694 1","Ripatransone"
"9695 1","Campofilone"
"9696 1","Lapedona"
"9697 1","Massignano"
"9698 1","Montefiore dell'Aso"
"9699 1","Monterubbiano"
"9700 1","Fermo"
"9701 1","Lapedona"
"9702 1","Cupra Marittima"
"9703 1","Altidona"
"9704 1","Cupra Marittima"
"9705 1","Ripatransone"
"9706 1","Fermo"
"9707 1","Cupra Marittima"
"9708 1","Monterubbiano"
"9709 1","Campofilone"
"9710 1","Montefiore dell'Aso"
"9711 1","Moresco"
"9712 1","Montalto delle Marche"
"9788 1","Civitanova Marche"
"9789 1","Sant'Elpidio a Mare"
"9790 1","Montegranaro"
"9791 1","Morrovalle"
"9792 1","Sant'Elpidio a Mare"
"9793 1","Montecosaro"
"9794 1","Morrovalle"
"9795 1","Sant'Elpidio a Mare"
"9796 1","Monte San Giusto"
"9797 1","Montegranaro"
"9798 1","Civitanova Marche"
"9799 1","Morrovalle"
"9800 1","Civitanova Marche"
"9801 1","Monte San Giusto"
"9802 1","Monte San Pietrangeli"
"9803 1","Monte San Pietrangeli"
"9804 1","Monte San Giusto"
"9805 1","Monte San Giusto"
"9806 1","Montegranaro"
"9807 1","Monte San Pietrangeli"
"9808 1","Monte San Giusto"
"9809 1","Corridonia"
"9810 1","Montegranaro"
"9811 1","Monte Urano"
"9812 1","Monte San Giusto"
"9813 1","Sant'Elpidio a Mare"
"9814 1","Montegranaro"
"9815 1","Monte San Giusto"
"9816 1","Monte San Giusto"
"9817 1","Corridonia"
"9818 1","Monte San Pietrangeli"
"9819 1","Fermo"
"9820 1","Montegranaro"
"9821 1","Montegranaro"
"9822 1","Monte San Giusto"
"9823 1","Monte San Pietrangeli"
"9824 1","Montegranaro"
"9830 1","Montelparo"
"9833 1","Civitanova Marche"
"9835 1","Civitanova Marche"
"9836 1","Civitanova Marche"
"9837 1","Civitanova Marche"
"9838 1","Civitanova Marche"
"9839 1","Civitanova Marche"
"9840 1","Civitanova Marche"
"9842 1","Ripatransone"
"9843 1","Civitanova Marche"
"9844 1","Civitanova Marche"
"9845 1","Civitanova Marche"
"9846 1","Civitanova Marche"
"9852 1","Civitanova Marche"
"9853 1","Civitanova Marche"
"9857 1","Civitanova Marche"
"9858 1","Civitanova Marche"
"9860 1","Civitanova Marche"
"9868 1","Montalto delle Marche"
"9870 1","Santa Vittoria in Matenano"
"9875 1","Montalto delle Marche"
"9877 1","Ancona"
"9961 1","Grottammare"
"9964 1","Ripatransone"
"9986 1","Sant'Elpidio a Mare"
"9987 1","Sant'Elpidio a Mare"
"9988 1","Sant'Elpidio a Mare"
"9989 1","Sant'Elpidio a Mare"
"9990 1","Mogliano"
"9991 1","Sant'Elpidio a Mare"
"9992 1","Morrovalle"
"9993 1","Montelupone"
"9994 1","Corridonia"
"9995 1","Corridonia"
"9996 1","Corridonia"
"9997 1","Corridonia"
"9998 1","Corridonia"
"9999 1","Corridonia"
"10000 1","Monte Urano"
"10001 1","Monte San Giusto"
"10002 1","Sant'Elpidio a Mare"
"10003 1","Montecosaro"
"10004 1","Monte San Giusto"
"10005 1","Morrovalle"
"10006 1","Monte San Pietrangeli"
"10007 1","Monte San Pietrangeli"
"10008 1","Monte Urano"
"10009 1","Francavilla d'Ete"
"10010 1","Montegranaro"
"10011 1","Montegranaro"
"10012 1","Montegranaro"
"10013 1","Montegranaro"
"10014 1","Montegranaro"
"10015 1","Sant'Elpidio a Mare"
"10016 1","Monte San Giusto"
"10017 1","Sant'Elpidio a Mare"
"10018 1","Morrovalle"
"10019 1","Civitanova Marche"
"10020 1","Morrovalle"
"10021 1","Montegranaro"
"10022 1","Mogliano"
"10023 1","Sant'Elpidio a Mare"
"10024 1","Montegranaro"
"10025 1","Montegranaro"
"10026 1","Sant'Elpidio a Mare"
"10027 1","Montegranaro"
"10028 1","Civitanova Marche"
"10029 1","Corridonia"
"10030 1","Corridonia"
"10031 1","Fermo"
"10032 1","Torre San Patrizio"
"10033 1","Montegranaro"
"10034 1","Monte San Pietrangeli"
"10035 1","Monte San Pietrangeli"
"10036 1","Monte San Pietrangeli"
"10037 1","Montecosaro"
"10038 1","Montegranaro"
"10039 1","Montecosaro"
"10040 1","Civitanova Marche"
"10041 1","Monte San Pietrangeli"
"10042 1","Monte San Pietrangeli"
"10043 1","Sant'Elpidio a Mare"
"10044 1","Morrovalle"
"10045 1","Montegranaro"
"10046 1","Sant'Elpidio a Mare"
"10047 1","Sant'Elpidio a Mare"
"10048 1","Sant'Elpidio a Mare"
"10049 1","Civitanova Marche"
"10050 1","Morrovalle"
"10051 1","Corridonia"
"10052 1","Monte Urano"
"10054 1","Civitanova Marche"
"10056 1","Civitanova Marche"
"10057 1","Civitanova Marche"
"10058 1","Civitanova Marche"
"10060 1","Civitanova Marche"
"10061 1","Civitanova Marche"
"10062 1","Civitanova Marche"
"10064 1","Civitanova Marche"
"10065 1","Civitanova Marche"
"10066 1","Civitanova Marche"
"10068 1","Ripatransone"
"10070 1","Montalto delle Marche"
"10071 1","Montalto delle Marche"
"10072 1","Montalto delle Marche"
"10083 1","Santa Vittoria in Matenano"
"10084 1","Montelparo"
"10085 1","Santa Vittoria in Matenano"
"10128 1","Macerata"
"10129 1","Macerata"
"10130 1","Macerata"
"10131 1","Macerata"
"10132 1","Macerata"
"10133 1","Macerata"
"10134 1","Macerata"
"10136 1","Tolentino"
"10137 1","Tolentino"
"10138 1","Tolentino"
"10139 1","Tolentino"
"10140 1","Tolentino"
"10141 1","Tolentino"
"10142 1","Macerata"
"10143 1","Macerata"
"10144 1","Macerata"
"10145 1","Macerata"
"10146 1","Macerata"
"10147 1","Macerata"
"10148 1","Macerata"
"10149 1","Macerata"
"10150 1","Macerata"
"10151 1","Tolentino"
"10152 1","Tolentino"
"10153 1","Macerata"
"10154 1","Macerata"
"10155 1","Macerata"
"10156 1","Macerata"
"10157 1","Macerata"
"10158 1","Macerata"
"10159 1","Macerata"
"10160 1","Macerata"
"10161 1","Macerata"
"10162 1","Macerata"
"10163 1","Macerata"
"10164 1","Macerata"
"10165 1","Macerata"
"10166 1","Macerata"
"10167 1","Macerata"
"10168 1","Macerata"
"10169 1","Macerata"
"10170 1","Macerata"
"10171 1","Macerata"
"10172 1","Macerata"
"10173 1","Macerata"
"10177 1","Macerata"
"10189 1","Montegranaro"
"10190 1","Morrovalle"
"10191 1","Sant'Elpidio a Mare"
"10192 1","Morrovalle"
"10193 1","Montecosaro"
"10194 1","Montegranaro"
"10195 1","Montegranaro"
"10196 1","Rapagnano"
"10197 1","Corridonia"
"10198 1","Montegranaro"
"10199 1","Sant'Elpidio a Mare"
"10200 1","Montegranaro"
"10201 1","Sant'Elpidio a Mare"
"10202 1","Monte San Pietrangeli"
"10203 1","Civitanova Marche"
"10204 1","Monte San Giusto"
"10205 1","Montegranaro"
"10206 1","Monte San Pietrangeli"
"10207 1","Francavilla d'Ete"
"10208 1","Monte San Pietrangeli"
"10209 1","Sant'Elpidio a Mare"
"10210 1","Montegranaro"
"10211 1","Sant'Elpidio a Mare"
"10212 1","Montegranaro"
"10213 1","Montecosaro"
"10214 1","Rapagnano"
"10215 1","Sant'Elpidio a Mare"
"10216 1","Montegranaro"
"10217 1","Montegranaro"
"10218 1","Monte Urano"
"10219 1","Sant'Elpidio a Mare"
"10220 1","Torre San Patrizio"
"10221 1","Corridonia"
"10222 1","Civitanova Marche"
"10223 1","Corridonia"
"10224 1","Corridonia"
"10225 1","Corridonia"
"10226 1","Fermo"
"10227 1","Civitanova Marche"
"10228 1","Sant'Elpidio a Mare"
"10229 1","Montegranaro"
"10233 1","Montedinove"
"10234 1","Montalto delle Marche"
"10244 1","Montalto delle Marche"
"10245 1","Cossignano"
"10246 1","Montalto delle Marche"
"10265 1","Montalto delle Marche"
"10269 1","Cossignano"
"10271 1","Montelparo"
"10290 1","Macerata"
"10291 1","Macerata"
"10292 1","Macerata"
"10293 1","Macerata"
"10294 1","Macerata"
"10295 1","Macerata"
"10296 1","Macerata"
"10297 1","Tolentino"
"10298 1","Macerata"
"10299 1","Macerata"
"10300 1","Macerata"
"10301 1","Macerata"
"10302 1","Macerata"
"10303 1","Macerata"
"10304 1","Macerata"
"10305 1","Macerata"
"10306 1","Macerata"
"10324 1","Ripatransone"
"10335 1","Montegranaro"
"10336 1","Civitanova Marche"
"10337 1","Civitanova Marche"
"10338 1","Civitanova Marche"
"10339 1","Civitanova Marche"
"10340 1","Civitanova Marche"
"10341 1","Civitanova Marche"
"10342 1","Civitanova Marche"
"10343 1","Morrovalle"
"10344 1","Corridonia"
"10345 1","Sant'Elpidio a Mare"
"10346 1","Sant'Elpidio a Mare"
"10347 1","Monte Urano"
"10348 1","Sant'Elpidio a Mare"
"10349 1","Civitanova Marche"
"10350 1","Monte San Pietrangeli"
"10351 1","Sant'Elpidio a Mare"
"10352 1","Montegranaro"
"10353 1","Montegranaro"
"10354 1","Mogliano"
"10355 1","Montecosaro"
"10356 1","Monte San Giusto"
"10357 1","Monte Urano"
"10358 1","Civitanova Marche"
"10359 1","Sant'Elpidio a Mare"
"10360 1","Montegranaro"
"10361 1","Francavilla d'Ete"
"10362 1","Monte San Giusto"
"10363 1","Corridonia"
"10364 1","Fermo"
"10365 1","Montegranaro"
"10366 1","Corridonia"
"10367 1","Morrovalle"
"10368 1","Corridonia"
"10369 1","Francavilla d'Ete"
"10370 1","Sant'Elpidio a Mare"
"10371 1","Fermo"
"10372 1","Monte San Giusto"
"10373 1","Montegranaro"
"10374 1","Sant'Elpidio a Mare"
"10375 1","Montegranaro"
"10376 1","Monte San Pietrangeli"
"10377 1","Sant'Elpidio a Mare"
"10378 1","Monte Urano"
"10379 1","Civitanova Marche"
"10380 1","Morrovalle"
"10381 1","Civitanova Marche"
"10382 1","Montegranaro"
"10383 1","Montegranaro"
"10384 1","Fermo"
"10385 1","Fermo"
"10386 1","Torre San Patrizio"
"10388 1","Civitanova Marche"
"10389 1","Civitanova Marche"
"10390 1","Civitanova Marche"
"10391 1","Civitanova Marche"
"10392 1","Civitanova Marche"
"10393 1","Civitanova Marche"
"10394 1","Civitanova Marche"
"10395 1","Civitanova Marche"
"10396 1","Civitanova Marche"
"10397 1","Civitanova Marche"
"10398 1","Civitanova Marche"
"10399 1","Fermo"
"10402 1","Fermo"
"10403 1","Civitanova Marche"
"10404 1","Civitanova Marche"
"10405 1","Civitanova Marche"
"10406 1","Civitanova Marche"
"10407 1","Civitanova Marche"
"10408 1","Civitanova Marche"
"10409 1","Civitanova Marche"
"10415 1","Civitanova Marche"
"10416 1","Civitanova Marche"
"10417 1","Civitanova Marche"
"10418 1","Civitanova Marche"
"10419 1","Civitanova Marche"
"10420 1","Civitanova Marche"
"10421 1","Fermo"
"10422 1","Civitanova Marche"
"10423 1","Civitanova Marche"
"10424 1","Civitanova Marche"
"10425 1","Civitanova Marche"
"10426 1","Civitanova Marche"
"10427 1","Civitanova Marche"
"10428 1","Civitanova Marche"
"10429 1","Civitanova Marche"
"10430 1","Civitanova Marche"
"10431 1","Civitanova Marche"
"10432 1","Civitanova Marche"
"10489 1","Montecosaro"
"10490 1","Morrovalle"
"10491 1","Montegranaro"
"10492 1","Sant'Elpidio a Mare"
"10493 1","Morrovalle"
"10494 1","Montegranaro"
"10495 1","Montegranaro"
"10496 1","Montecosaro"
"10497 1","Morrovalle"
"10498 1","Montegranaro"
"10499 1","Montecosaro"
"10500 1","Civitanova Marche"
"10501 1","Montegranaro"
"10502 1","Civitanova Marche"
"10503 1","Morrovalle"
"10504 1","Morrovalle"
"10505 1","Morrovalle"
"10506 1","Morrovalle"
"10507 1","Montegranaro"
"10508 1","Montegranaro"
"10509 1","Civitanova Marche"
"10510 1","Torre San Patrizio"
"10511 1","Montecosaro"
"10512 1","Civitanova Marche"
"10513 1","Sant'Elpidio a Mare"
"10514 1","Sant'Elpidio a Mare"
"10515 1","Sant'Elpidio a Mare"
"10516 1","Montegranaro"
"10517 1","Francavilla d'Ete"
"10518 1","Monte San Pietrangeli"
"10519 1","Monte Urano"
"10520 1","Monte San Pietrangeli"
"10521 1","Corridonia"
"10522 1","Fermo"
"10523 1","Monte San Pietrangeli"
"10524 1","Montegranaro"
"10525 1","Monte Urano"
"10526 1","Morrovalle"
"10527 1","Sant'Elpidio a Mare"
"10528 1","Monte San Pietrangeli"
"10529 1","Corridonia"
"10530 1","Monte San Giusto"
"10531 1","Monte San Giusto"
"10532 1","Monte San Giusto"
"10533 1","Monte San Pietrangeli"
"10615 1","Ripatransone"
"10621 1","Fermo"
"10626 1","Senigallia"
"10627 1","Fermo"
"10631 1","Monte San Pietrangeli"
"10632 1","Montegranaro"
"10633 1","Montegranaro"
"10634 1","Sant'Elpidio a Mare"
"10635 1","Montecosaro"
"10636 1","Mogliano"
"10637 1","Civitanova Marche"
"10638 1","Morrovalle"
"10639 1","Monte Urano"
"10640 1","Montecosaro"
"10641 1","Torre San Patrizio"
"10642 1","Montegranaro"
"10643 1","Monte Urano"
"10644 1","Montegiorgio"
"10645 1","Corridonia"
"10646 1","Montecosaro"
"10647 1","Monte San Pietrangeli"
"10648 1","Sant'Elpidio a Mare"
"10649 1","Porto San Giorgio"
"10650 1","Porto San Giorgio"
"10651 1","Porto San Giorgio"
"10652 1","Fermo"
"10653 1","Porto San Giorgio"
"10654 1","Porto San Giorgio"
"10655 1","Porto San Giorgio"
"10656 1","Porto San Giorgio"
"10657 1","Fermo"
"10658 1","Porto San Giorgio"
"10659 1","Porto San Giorgio"
"10660 1","Porto San Giorgio"
"10661 1","Porto San Giorgio"
"10662 1","Porto San Giorgio"
"10663 1","Porto San Giorgio"
"10664 1","Porto San Giorgio"
"10665 1","Porto San Giorgio"
"10666 1","Porto San Giorgio"
"10667 1","Porto San Giorgio"
"10668 1","Porto San Giorgio"
"10669 1","Porto San Giorgio"
"10670 1","Porto San Giorgio"
"10671 1","Porto San Giorgio"
"10672 1","Fermo"
"10673 1","Porto San Giorgio"
"10674 1","Porto San Giorgio"
"10675 1","Fermo"
"10676 1","Porto San Giorgio"
"10677 1","Porto San Giorgio"
"10678 1","Porto San Giorgio"
"10679 1","Porto San Giorgio"
"10680 1","Porto San Giorgio"
"10681 1","Porto San Giorgio"
"10682 1","Porto San Giorgio"
"10683 1","Porto San Giorgio"
"10684 1","Porto San Giorgio"
"10685 1","Porto San Giorgio"
"10686 1","Porto San Giorgio"
"10687 1","Porto Sant'Elpidio"
"10689 1","Civitanova Marche"
"10691 1","Civitanova Marche"
"10692 1","Civitanova Marche"
"10693 1","Civitanova Marche"
"10694 1","Civitanova Marche"
"10695 1","Civitanova Marche"
"10696 1","Civitanova Marche"
"10697 1","Civitanova Marche"
"10698 1","Civitanova Marche"
"10699 1","Civitanova Marche"
"10700 1","Civitanova Marche"
"10701 1","Civitanova Marche"
"10702 1","Civitanova Marche"
"10703 1","Fermo"
"10704 1","Civitanova Marche"
"10705 1","Civitanova Marche"
"10706 1","Civitanova Marche"
"10707 1","Civitanova Marche"
"10708 1","Civitanova Marche"
"10709 1","Civitanova Marche"
"10710 1","Civitanova Marche"
"10711 1","Civitanova Marche"
"10712 1","Civitanova Marche"
"10714 1","Civitanova Marche"
"10715 1","Civitanova Marche"
"10716 1","Civitanova Marche"
"10717 1","Civitanova Marche"
"10718 1","Civitanova Marche"
"10719 1","Civitanova Marche"
"10720 1","Civitanova Marche"
"10721 1","Civitanova Marche"
"10722 1","Civitanova Marche"
"10723 1","Civitanova Marche"
"10724 1","Civitanova Marche"
"10725 1","Civitanova Marche"
"10726 1","Civitanova Marche"
"10727 1","Civitanova Marche"
"10728 1","Civitanova Marche"
"10729 1","Civitanova Marche"
"10730 1","Civitanova Marche"
"10731 1","Civitanova Marche"
"10732 1","Civitanova Marche"
"10733 1","Fermo"
"10734 1","Civitanova Marche"
